specid,ra,dec,plate,mjd,fiberid,z,zErr,snMedian_r,d4000_n,d4000_n_err
7128,156.48282,48.135493,874,52338,126,0.332584,8.766637E-005,7.525406,2.117734,0.1169087
7129,156.59502,48.443356,874,52338,194,0.3813543,0.00008181,5.600021,1.576342,0.09153189
7130,155.50979,48.161398,874,52338,300,0.3580123,0.0001259693,6.612582,2.009123,0.1236053
7131,155.75059,49.630288,874,52338,336,0.3787784,0.0001046041,6.676496,1.758842,0.0851835
7132,154.92324,49.598794,874,52338,343,0.3799915,0.0001336175,5.133187,1.702425,0.1077584
7133,154.79716,49.042931,874,52338,351,0.3824927,0.0001115771,6.337577,1.783326,0.0938172
7134,156.33006,50.078977,874,52338,364,0.3923286,9.491988E-005,6.720734,1.796872,0.08387471
7135,156.12717,49.600033,874,52338,421,0.3565163,0.0001088052,6.76621,2.164082,0.1325224
7136,156.52429,50.125791,874,52338,446,0.3670681,0.0001092624,6.336853,1.927608,0.09839878
7137,157.44403,49.364707,874,52338,542,0.3832175,0.0001439405,5.907092,2.149775,0.132237
7138,157.53499,49.654424,874,52338,564,0.384662,0.0001016178,7.516211,1.845616,0.08264277
7139,157.57743,50.320196,874,52338,565,0.3883909,9.354114E-005,5.582134,1.886009,0.1115378
7140,157.34319,50.137989,874,52338,576,0.3973023,0.0001173482,5.910712,1.84844,0.09848367
7141,157.68206,49.83038,874,52338,577,0.3870848,0.0001092429,7.46815,2.06944,0.1015943
7142,157.25867,49.738187,874,52338,578,0.3988202,0.0001131047,5.832008,2.201463,0.1386341
7143,158.09632,48.83458,874,52338,598,0.3635192,0.0001035348,5.867028,2.088236,0.1379232
7144,161.0996,48.811172,875,52354,5,0.3752278,7.385412E-005,8.74698,2.181403,0.111469
7145,159.2045,48.830265,875,52354,138,0.3789209,0.0001178688,5.342568,2.021504,0.1397176
7146,159.91806,49.286289,875,52354,154,0.3723823,0.0001107772,5.669901,2.176705,0.1427114
7147,159.79588,49.333742,875,52354,164,0.373221,0.000081127,6.372193,2.039248,0.1153002
7148,159.87104,49.201511,875,52354,165,0.3726808,0.0001029036,6.625209,1.632041,0.07026841
7149,159.61624,49.306332,875,52354,178,0.3722924,0.0001062203,6.782307,2.102751,0.1134994
7150,159.29683,49.22258,875,52354,188,0.3807328,0.0001528702,5.116284,1.943818,0.1179574
7151,159.18145,49.33983,875,52354,197,0.3666948,0.0001052928,5.830434,1.908992,0.1173147
7152,158.77768,49.282035,875,52354,221,0.3968508,0.0001183962,5.348824,2.108171,0.1372485
7153,158.95444,49.395833,875,52354,227,0.3825735,8.973542E-005,5.662511,1.812681,0.1127504
7154,159.02511,49.559283,875,52354,237,0.3824687,0.000074519,7.674264,1.709742,0.06929536
7155,159.04481,49.48548,875,52354,240,0.367063,0.0001284263,5.796752,2.275422,0.1718858
7156,157.99152,49.593686,875,52354,315,0.3302313,0.0001137099,7.274876,1.989343,0.09773409
7157,158.44241,50.31728,875,52354,388,0.3632385,0.000084767,6.276474,2.489612,0.189365
7158,158.7161,49.840633,875,52354,426,0.3639248,0.0001007459,8.483356,2.236926,0.1115256
7159,158.53014,50.274144,875,52354,430,0.3641856,8.981115E-005,7.332514,1.855724,0.1078288
7160,159.39788,49.952854,875,52354,512,0.3655152,0.0001070564,5.204364,2.040621,0.1522906
7161,159.53363,50.131117,875,52354,516,0.3420126,8.472471E-005,6.596067,2.028356,0.1206266
7162,159.6816,49.920131,875,52354,542,0.4144737,0.0001156157,5.596575,2.202466,0.1310468
7163,159.80736,49.922941,875,52354,549,0.3679572,0.0001064035,5.95875,1.65232,0.0828352
7164,160.63094,50.482027,875,52354,576,0.3700698,0.0001082557,6.592834,2.55794,0.1750171
7165,160.10782,50.292319,875,52354,590,0.3690987,8.305063E-005,7.715827,2.506361,0.1519311
7166,160.40965,50.086573,875,52354,594,0.3855103,0.0001120696,6.520716,2.1605,0.1306392
7167,164.39568,49.391538,876,52669,3,0.3483819,0.0001065956,7.948113,1.738165,0.06018478
7168,163.77347,49.294147,876,52669,41,0.3812841,8.743956E-005,7.679573,1.887214,0.07133741
7169,164.54993,49.884066,876,52669,66,0.331086,0.0001041717,6.754333,2.037979,0.1012767
7170,162.97782,49.508576,876,52669,134,0.3710459,9.062887E-005,7.227203,1.82221,0.07258836
7171,163.08392,49.799,876,52669,162,0.3275479,6.784565E-005,8.483874,1.83695,0.06431798
7172,162.64456,49.656929,876,52669,220,0.3738354,0.0001221976,5.905391,1.855599,0.08791782
7173,161.13619,50.587594,876,52669,348,0.3964595,0.0001441968,5.433706,1.722982,0.08563401
7174,161.17242,50.588091,876,52669,351,0.3685652,8.315705E-005,5.801078,1.786099,0.09657633
7175,161.98098,50.760986,876,52669,432,0.3644258,8.487476E-005,6.618678,1.915562,0.0858519
7176,163.09085,51.070413,876,52669,453,0.3852385,0.0001075267,5.936944,2.012196,0.09998853
7177,162.34291,50.784946,876,52669,470,0.3641017,7.351987E-005,8.336437,1.816488,0.06827202
7178,162.36641,50.378523,876,52669,472,0.4042133,8.685222E-005,5.701357,1.789,0.09043995
7179,163.15418,50.539575,876,52669,517,0.4008323,9.599743E-005,7.269162,1.801021,0.0681092
7180,163.6458,51.267443,876,52669,531,0.3311761,0.0001023112,8.420102,1.95103,0.07495276
7181,163.92639,50.917595,876,52669,545,0.3285572,8.002332E-005,8.361835,2.171053,0.08921119
7182,163.83043,51.505857,876,52669,569,0.3389303,8.654418E-005,7.522686,2.056801,0.09351525
7183,164.55095,51.412056,876,52669,620,0.4018152,0.0001018139,5.830291,1.850263,0.08631404
7184,164.53985,50.347382,877,52353,308,0.3709145,6.430934E-005,9.488321,1.705993,0.06144626
7185,164.75758,50.566647,877,52353,309,0.352965,9.107483E-005,7.246218,2.032516,0.09276173
7186,164.7479,50.649201,877,52353,315,0.3469322,9.067929E-005,5.954205,2.05979,0.1212386
7187,165.63119,51.568971,877,52353,413,0.4038129,0.0001018255,5.855206,1.688458,0.0967043
7188,165.6497,51.617215,877,52353,419,0.4049137,0.0001330327,6.161052,1.88803,0.1037612
7189,164.93551,51.162918,877,52353,424,0.3678838,0.0001080842,5.408526,1.939383,0.1623839
7190,165.70747,52.06538,877,52353,446,0.3838743,9.525687E-005,6.621964,1.884172,0.1028627
7191,165.96094,51.681437,877,52353,447,0.4028222,0.0001104554,5.874627,2.157453,0.1278109
7192,165.93702,51.423026,877,52353,459,0.3166558,6.619367E-005,10.30392,2.065754,0.09064472
7193,167.00124,50.745586,877,52353,597,0.3285723,7.689483E-005,8.81992,1.922136,0.09083747
7194,167.38382,51.104366,877,52353,630,0.395302,0.0001114879,5.120075,1.666326,0.09733995
7195,171.14964,50.883888,878,52353,30,0.3369321,0.000123387,8.726576,1.895788,0.0783488
7196,169.21326,50.236417,878,52353,87,0.3874577,0.0001266256,5.121181,1.865297,0.1026231
7197,168.45197,51.026326,878,52353,222,0.3225899,8.445155E-005,8.316639,1.990416,0.07612766
7198,168.25031,51.211929,878,52353,223,0.380052,9.575533E-005,6.953106,2.181307,0.09145146
7199,168.6673,51.091923,878,52353,224,0.3757404,0.0001125771,5.600642,1.987701,0.1048617
7200,167.37143,51.20166,878,52353,272,0.3962855,7.249109E-005,8.370386,2.138139,0.09089269
7201,167.38334,51.284671,878,52353,277,0.3986744,8.172718E-005,8.122714,1.991731,0.08633871
7202,167.89786,50.107829,878,52353,289,0.3876345,9.16158E-005,5.843562,1.825032,0.1047942
7203,166.81636,50.827754,878,52353,308,0.3497677,7.150447E-005,8.259377,2.151717,0.09587533
7204,167.31067,51.097504,878,52353,316,0.3271297,6.94499E-005,8.658052,1.925912,0.07682736
7205,167.47301,52.174812,878,52353,340,0.3047583,0.0001012351,7.505861,2.006612,0.1067346
7206,167.09979,51.897545,878,52353,350,0.4037502,9.993384E-005,7.914537,1.897547,0.07230677
7207,166.78477,51.617348,878,52353,354,0.4018785,0.0001228449,7.150736,1.813945,0.07992597
7208,166.98594,51.50359,878,52353,360,0.3756389,0.000090502,8.406976,1.766571,0.07225908
7209,168.35862,51.771879,878,52353,390,0.3473564,0.0001482306,5.376551,1.913242,0.1325586
7210,168.79346,52.273975,878,52353,411,0.345531,9.253378E-005,9.200167,1.98899,0.07365675
7211,169.07856,52.051712,878,52353,461,0.3475749,8.655911E-005,7.822802,1.90275,0.08313204
7212,169.49364,51.90515,878,52353,510,0.3516694,7.20793E-005,6.922436,2.158098,0.1150609
7213,169.66938,51.935534,878,52353,542,0.3505008,9.598277E-005,7.567538,1.775746,0.07744218
7214,170.14295,52.125861,878,52353,612,0.3890482,8.420584E-005,6.89411,2.033428,0.09625414
7215,170.14283,52.216097,878,52353,613,0.3499314,8.675318E-005,10.83727,1.995743,0.0652364
7216,174.25215,51.492801,879,52365,31,0.3717038,8.391772E-005,5.67701,1.97481,0.1503567
7217,172.70414,50.963587,879,52365,51,0.3053814,6.786269E-005,9.155044,2.202644,0.134831
7218,172.01878,51.457435,879,52365,175,0.3997518,0.0001157412,7.177236,2.004254,0.08544876
7219,171.72453,51.579903,879,52365,191,0.3946451,0.00008919,5.558728,2.064603,0.1355189
7220,171.80492,51.224,879,52365,199,0.3613233,0.000070797,10.32566,1.946971,0.07668454
7221,171.30269,50.972934,879,52365,215,0.3481011,8.383366E-005,8.369623,2.079139,0.1149241
7222,170.76613,50.670195,879,52365,299,0.3386895,0.00007167,8.547372,2.168509,0.1274053
7223,169.97053,51.887384,879,52365,359,0.3506625,0.000086802,8.15729,1.952859,0.0951868
7224,170.28202,52.132002,879,52365,385,0.3448656,9.756282E-005,7.024605,1.863188,0.1090184
7225,171.18677,52.178608,879,52365,425,0.3816359,9.963005E-005,7.552683,1.908898,0.0925735
7226,171.27867,52.147563,879,52365,429,0.3423748,7.319874E-005,10.87368,2.131495,0.08969848
7227,171.70246,52.035316,879,52365,492,0.3211894,7.590379E-005,8.902422,1.896619,0.08410272
7228,176.90496,51.688081,880,52367,28,0.3353018,0.000070975,10.74608,1.794839,0.0520145
7229,176.07134,51.054912,880,52367,55,0.3351183,8.61239E-005,10.51666,1.88119,0.0596838
7230,175.31734,51.041602,880,52367,89,0.3369389,6.22093E-005,10.46387,2.024404,0.06903753
7231,175.3457,51.037667,880,52367,98,0.3357812,8.119735E-005,10.27696,1.98822,0.07162213
7232,175.01639,51.098968,880,52367,122,0.340597,6.876458E-005,10.00574,1.802367,0.0595374
7233,175.14237,51.249721,880,52367,134,0.3373035,9.08132E-005,7.485138,1.967761,0.09491408
7234,174.50894,52.61626,880,52367,427,0.3171535,6.441159E-005,10.61896,1.823385,0.05619097
7235,174.79723,52.501024,880,52367,463,0.392078,0.0001415315,6.060158,1.790817,0.08733136
7236,179.29727,52.195501,881,52368,79,0.4106002,0.0001221463,5.282143,1.973212,0.1115045
7237,178.27806,51.583598,881,52368,110,0.3727643,7.550564E-005,8.364614,1.873067,0.06803767
7238,178.46182,51.904649,881,52368,120,0.3727553,0.0001005561,6.856084,1.990523,0.0996889
7239,176.74915,53.086369,881,52368,334,0.3830092,0.0001051012,5.465643,2.094146,0.1093457
7240,177.39634,52.670526,881,52368,463,0.3832045,9.768257E-005,7.07616,1.77221,0.0719676
7241,177.64304,52.735795,881,52368,470,0.3826401,7.913319E-005,9.680882,1.931081,0.06097113
7242,178.61271,52.78914,881,52368,501,0.3802538,9.384737E-005,7.835873,1.854765,0.0701431
7243,178.92053,53.024191,881,52368,613,0.3834276,0.0001126835,5.536563,1.963864,0.1010746
7244,180.04841,52.38641,881,52368,636,0.3445828,0.0001395168,5.794829,1.816819,0.08812635
7245,182.22732,52.231775,882,52370,35,0.3947164,0.0001118019,5.124166,1.872229,0.110602
7246,181.73515,52.136572,882,52370,76,0.3912711,8.635512E-005,7.509069,1.805013,0.06752493
7247,180.96711,51.260851,882,52370,135,0.346512,8.651579E-005,8.347352,1.804332,0.06443221
7248,180.50591,52.176412,882,52370,164,0.3701603,0.0001023279,5.737261,1.706021,0.09359372
7249,180.46188,51.754531,882,52370,179,0.396695,9.183571E-005,5.646274,2.023118,0.09495322
7250,178.60495,52.792215,882,52370,381,0.3814305,0.0001100558,6.701427,2.249603,0.1099276
7251,178.89701,53.005825,882,52370,383,0.3815973,0.0001310003,5.849436,2.024265,0.107373
7252,180.03784,52.484313,882,52370,488,0.3943068,0.0001068847,5.312187,2.086255,0.1161752
7253,180.66948,52.388315,882,52370,517,0.3458244,7.985468E-005,6.984847,1.979286,0.09305413
7254,185.0805,51.533696,883,52430,8,0.3661451,0.0001155317,6.611045,1.677903,0.0921725
7255,184.66901,51.28851,883,52430,15,0.3430056,0.0001268082,5.791807,1.988474,0.1198161
7256,183.62603,51.52705,883,52430,82,0.3851067,0.0001055095,5.296854,1.784214,0.1093922
7257,182.26823,51.619791,883,52430,215,0.3855308,0.0001144969,6.714287,1.902167,0.08837124
7258,182.52279,51.397146,883,52430,219,0.3405673,0.000092912,7.623132,1.834981,0.07717435
7259,181.92707,51.484819,883,52430,243,0.3576322,0.0001382348,5.747986,1.851645,0.1101341
7260,181.97043,51.575168,883,52430,252,0.3647295,0.00009351,7.922867,1.865341,0.07861368
7261,182.19609,51.305743,883,52430,257,0.3400731,7.847542E-005,7.994539,1.697604,0.06724583
7262,181.79757,51.464986,883,52430,281,0.3593678,8.461111E-005,6.954594,1.851463,0.07788579
7263,181.82495,51.290543,883,52430,284,0.3454717,9.86063E-005,7.105344,1.922554,0.09376729
7264,181.98683,52.998061,883,52430,384,0.3460529,9.328982E-005,8.022705,1.893241,0.0895862
7265,183.41047,52.472855,883,52430,513,0.3976509,0.000083933,7.945108,1.819666,0.06551263
7266,185.11719,52.862458,883,52430,625,0.3458251,7.734045E-005,8.297325,1.968167,0.08143397
7267,187.97568,51.425897,884,52374,8,0.3308059,8.447813E-005,7.415732,2.314937,0.1530479
7268,187.82361,51.569199,884,52374,11,0.3655443,7.416935E-005,7.321195,1.780077,0.08239519
7269,188.18083,52.238186,884,52374,62,0.325547,7.608892E-005,10.29262,1.94442,0.06766954
7270,186.33216,52.180397,884,52374,188,0.3431821,0.000100217,6.022719,2.063931,0.1123256
7271,186.39302,52.189424,884,52374,190,0.3443765,7.768079E-005,9.419069,1.853669,0.06030082
7272,186.42042,52.202301,884,52374,196,0.3434528,8.853159E-005,6.568406,1.943075,0.1018502
7273,186.60444,51.770804,884,52374,217,0.4106121,0.000095252,6.349211,1.821356,0.07583982
7274,185.04311,51.45093,884,52374,296,0.3863167,9.817556E-005,5.881084,2.143116,0.1254467
7275,186.28551,53.530238,884,52374,419,0.3564493,0.0001156621,5.952848,1.766729,0.09552026
7276,187.58394,53.679654,884,52374,562,0.3358275,0.00009401,6.791997,2.252498,0.1218556
7277,191.05938,51.629808,885,52379,59,0.3754806,0.000090546,6.657098,1.971303,0.1070545
7278,189.3365,51.754709,885,52379,184,0.3559954,0.000074774,9.243855,2.035532,0.0807066
7279,189.19042,52.252951,885,52379,192,0.3800867,0.00007082,8.506998,1.996158,0.07521094
7280,189.61999,51.354695,885,52379,214,0.3389349,7.483068E-005,9.328036,1.838885,0.06200331
7281,189.21341,51.441085,885,52379,255,0.3405742,5.807989E-005,14.0187,1.861287,0.04282156
7282,188.51427,52.478902,885,52379,275,0.3246514,6.91816E-005,11.49195,2.159059,0.06912964
7283,189.85895,53.517071,885,52379,448,0.3463115,8.214553E-005,5.787526,2.021592,0.1192362
7284,189.20268,52.649747,885,52379,467,0.3230126,0.000098707,6.694967,1.896506,0.1125053
7285,190.07395,52.870881,885,52379,499,0.3942386,8.448991E-005,6.578434,1.906011,0.08471756
7286,189.95193,53.175652,885,52379,500,0.3486321,9.566419E-005,5.755118,1.736673,0.09451059
7287,191.05041,53.317908,885,52379,612,0.3921462,0.0001016629,5.679688,1.794321,0.09282363
7288,194.00713,51.490495,886,52381,101,0.3475769,9.670029E-005,6.998876,1.942914,0.08329619
7289,193.6559,51.036075,886,52381,130,0.3956666,0.0001019081,7.154607,1.670485,0.05635535
7290,193.25504,52.044316,886,52381,152,0.3306625,0.0001251561,7.441165,1.960109,0.08650216
7291,193.06906,51.053804,886,52381,208,0.3313205,9.86162E-005,7.248514,1.81308,0.07256472
7292,195.29832,52.45671,886,52381,640,0.3109642,9.668092E-005,5.347265,1.832229,0.08233998
7293,196.66456,51.197757,887,52376,88,0.3504605,9.364891E-005,5.743704,1.80501,0.09842391
7294,196.45422,50.986564,887,52376,125,0.3518687,9.009089E-005,6.792785,1.830585,0.09018379
7295,195.6753,51.071354,887,52376,252,0.3599027,9.925626E-005,8.774604,2.109665,0.08123428
7296,194.56287,51.251573,887,52376,294,0.3211226,0.0001087098,5.265426,1.607921,0.09412546
7297,195.6438,52.987344,887,52376,363,0.3663284,0.00008089,7.497211,1.889145,0.08239584
7298,197.30688,52.736393,887,52376,526,0.3686426,0.0001012318,6.287535,1.911732,0.1026448
7299,197.51635,52.070695,887,52376,555,0.3817473,8.495984E-005,6.655351,1.979463,0.09511016
7300,197.97847,52.865418,887,52376,566,0.3130102,0.0001135357,6.599371,1.867783,0.1015972
7301,197.66007,52.783412,887,52376,576,0.2849507,4.636488E-005,13.58431,1.84869,0.04789079
7302,198.28749,52.125503,887,52376,635,0.3750227,0.0001042351,6.545319,1.759261,0.0861784
7303,114.55859,26.826059,888,52339,50,0.3944333,9.829351E-005,6.068164,2.109059,0.1258316
7304,114.35176,26.658187,888,52339,100,0.387477,7.602749E-005,7.268152,1.942279,0.09544692
7305,114.69827,27.501218,888,52339,112,0.3371919,5.90244E-005,10.55365,1.922544,0.05872018
7306,114.15016,26.50859,888,52339,209,0.398506,0.0001052183,5.36721,1.830046,0.1189836
7307,114.70904,28.87161,888,52339,410,0.3186925,0.0001066093,5.728969,2.053695,0.1596701
7308,115.183,28.087329,888,52339,541,0.3921992,9.109932E-005,6.920229,1.396467,0.08239536
7309,116.46113,28.776145,889,52663,6,0.3718678,8.677172E-005,7.356031,2.056307,0.1060309
7310,116.41654,29.209872,889,52663,45,0.3245601,7.487452E-005,7.961094,2.194116,0.1302875
7311,116.8735,29.559064,889,52663,64,0.3551669,8.286729E-005,9.098028,1.916691,0.0813328
7312,116.6191,29.498125,889,52663,142,0.3213629,8.500778E-005,7.770343,1.933197,0.08918208
7313,116.53765,29.75385,889,52663,151,0.3277248,6.343841E-005,9.471245,2.037327,0.08061317
7314,116.25489,30.374063,889,52663,437,0.3856135,9.421862E-005,5.978229,1.607754,0.07139195
7315,116.84323,30.299059,889,52663,496,0.3174042,0.000074299,10.94466,1.906096,0.06156661
7316,117.31631,30.613283,889,52663,568,0.3605893,9.231173E-005,8.197903,2.007175,0.08288499
7317,117.01934,30.988428,889,52663,576,0.3377363,6.701989E-005,11.4792,2.016584,0.06218602
7318,117.18457,30.593633,889,52663,579,0.3597091,0.000067435,10.34835,1.860519,0.05736722
7319,117.25846,30.55102,889,52663,580,0.3410307,6.092363E-005,9.361455,1.936474,0.06934683
7320,118.31963,30.781375,890,52583,43,0.4026133,0.0001050552,6.806657,1.882482,0.0775382
7321,118.37232,31.021145,890,52583,45,0.3808001,0.000116362,10.37506,2.012708,0.05988345
7322,118.65798,31.619321,890,52583,68,0.3661574,9.635426E-005,6.238838,2.386265,0.1438068
7323,118.67955,31.589007,890,52583,75,0.3291079,0.000078252,8.129705,1.996122,0.08199124
7324,118.77194,31.933202,890,52583,77,0.3977977,6.925008E-005,9.067329,2.125336,0.07121236
7325,118.13145,31.006712,890,52583,98,0.396786,0.0001082285,6.068258,2.352588,0.1261811
7326,118.10806,31.419678,890,52583,169,0.3962235,0.0001301544,5.765103,1.991528,0.1013354
7327,117.79233,31.647303,890,52583,184,0.2785068,5.218212E-005,11.28189,1.885975,0.05252142
7328,117.93816,31.136532,890,52583,208,0.3976465,0.0001112142,5.947733,2.102561,0.104645
7329,117.96125,31.244312,890,52583,218,0.3979826,8.577059E-005,6.14549,2.234476,0.1153432
7330,117.6895,31.088453,890,52583,255,0.3832902,9.46429E-005,6.617753,1.789639,0.07332338
7331,117.41385,31.510272,890,52583,270,0.331304,6.316954E-005,8.754781,1.855729,0.06242751
7332,117.43397,31.171491,890,52583,283,0.3740432,8.731814E-005,7.174057,1.695758,0.06559921
7333,118.53204,32.678488,890,52583,370,0.4036318,9.504792E-005,5.308962,2.080446,0.1164477
7334,118.7345,32.754523,890,52583,412,0.3292452,6.874044E-005,10.03142,1.897871,0.05702216
7335,118.75193,33.367405,890,52583,450,0.33092,8.908506E-005,8.804805,1.955519,0.06986617
7336,118.60286,32.395206,890,52583,468,0.4029006,9.748759E-005,5.864809,1.922983,0.09278388
7337,118.49568,32.303766,890,52583,474,0.4003785,9.861719E-005,5.497875,2.180273,0.1162015
7338,119.13993,31.974979,890,52583,508,0.3526344,8.641649E-005,8.349903,1.88891,0.06718248
7339,119.53855,32.192504,890,52583,593,0.3394059,7.232582E-005,9.14315,2.083687,0.07453412
7340,119.89047,32.528504,890,52583,626,0.3677517,0.0001129863,6.19341,1.832097,0.09059617
7341,121.32587,33.678669,891,52584,65,0.3740549,9.712324E-005,6.740841,2.09673,0.1062491
7342,120.20494,32.775705,891,52584,87,0.3432197,7.024956E-005,8.179073,1.868456,0.07215984
7343,120.19892,33.178456,891,52584,94,0.4130315,9.34061E-005,5.872699,1.81813,0.08220324
7344,119.96834,32.92,891,52584,122,0.3429467,0.0001241718,6.592748,2.137498,0.1176086
7345,120.52532,34.084634,891,52584,156,0.3417275,6.720926E-005,8.575382,2.145644,0.09293739
7346,119.83827,33.295095,891,52584,204,0.3611295,7.886664E-005,8.853165,2.03171,0.07574856
7347,119.82926,33.0062,891,52584,205,0.3589419,8.579328E-005,10.246,1.932815,0.05772686
7348,119.45451,33.929481,891,52584,223,0.3367634,8.03199E-005,8.9759,1.912044,0.067665
7349,121.04504,34.440007,891,52584,502,0.3402212,6.594585E-005,8.875219,2.241635,0.08688592
7350,123.54179,35.859757,892,52378,37,0.3346505,8.785582E-005,8.460468,1.781006,0.06604508
7351,122.63936,35.217465,892,52378,60,0.3699912,9.467475E-005,7.267217,2.079918,0.08991637
7352,122.48077,35.346186,892,52378,179,0.2579537,5.619823E-005,12.02168,1.974814,0.06449916
7353,122.52298,36.343868,892,52378,435,0.3432864,9.41213E-005,6.611574,1.908622,0.1011888
7354,122.83575,36.444029,892,52378,444,0.3437837,8.409944E-005,10.31387,1.861143,0.06166966
7355,122.73252,36.020845,892,52378,500,0.3738023,9.699505E-005,9.581555,1.894879,0.05984846
7356,122.89811,36.156056,892,52378,510,0.3354187,9.291023E-005,7.752603,1.968422,0.08896326
7357,123.37278,36.309884,892,52378,541,0.3268347,7.506846E-005,8.036091,1.796194,0.07675865
7358,123.76883,36.385751,892,52378,600,0.3291002,9.812963E-005,8.345844,2.141716,0.09902299
7359,123.79861,37.071095,892,52378,605,0.3109212,5.73067E-005,13.1411,2.000855,0.05825223
7360,125.13132,37.211805,893,52589,2,0.305731,0.000085344,6.258982,1.910047,0.08367074
7361,125.39394,37.418085,893,52589,35,0.315873,0.000099063,7.141727,2.04601,0.10743
7362,124.66625,37.443216,893,52589,145,0.3463711,7.107314E-005,8.338275,1.930525,0.06741699
7363,123.9494,37.035402,893,52589,205,0.3494751,6.65887E-005,9.207414,2.026379,0.06346119
7364,123.78121,37.542337,893,52589,237,0.3218648,7.941912E-005,11.07375,1.991125,0.05177333
7365,123.33026,37.06564,893,52589,293,0.3535615,6.930857E-005,8.490651,1.774838,0.0563796
7366,123.66558,36.990612,893,52589,298,0.3803868,0.0001100901,8.059319,1.899785,0.0622891
7367,122.97801,37.515511,893,52589,313,0.3957806,0.0001136167,7.804945,1.680408,0.04938699
7368,122.8411,37.570779,893,52589,320,0.3956193,0.000118636,6.311144,1.862396,0.0762869
7369,124.51658,38.958002,893,52589,366,0.3591876,7.943872E-005,7.362747,2.152978,0.09590136
7370,124.67272,38.794126,893,52589,406,0.3633252,9.546064E-005,6.193356,1.936622,0.08854976
7371,124.37566,37.829543,893,52589,439,0.3236355,8.751306E-005,6.287213,1.68173,0.07167194
7372,124.87748,38.824285,893,52589,455,0.3879223,0.0001005714,6.399001,1.578083,0.05416743
7373,125.0503,38.077708,893,52589,483,0.3522403,7.742389E-005,8.087169,2.023059,0.07051631
7374,124.81149,38.197306,893,52589,485,0.3496531,0.00005566,10.62667,2.013337,0.0531593
7375,125.64285,38.059152,893,52589,544,0.3465776,7.056877E-005,8.430125,1.994832,0.06109556
7376,125.47541,38.328979,893,52589,548,0.3481574,8.528077E-005,8.020711,2.007367,0.07004804
7377,125.62082,38.093319,893,52589,556,0.3489996,9.658679E-005,6.434517,2.039852,0.09293578
7378,125.51741,38.911715,893,52589,561,0.396751,8.058536E-005,5.983667,1.932503,0.08006018
7379,125.56248,38.828694,893,52589,573,0.3090495,7.872761E-005,8.222988,1.919766,0.06808466
7380,126.16379,38.696513,893,52589,608,0.3412444,9.14901E-005,5.350373,1.967303,0.109285
7381,126.67982,38.699651,894,52615,42,0.3978175,0.0001033695,6.660061,1.613772,0.06094658
7382,126.76252,38.283147,894,52615,44,0.3442446,6.709307E-005,10.58905,1.831002,0.05324216
7383,126.7589,38.884441,894,52615,49,0.3228382,6.405219E-005,11.23837,1.919595,0.05711861
7384,127.58737,39.425002,894,52615,78,0.4016151,0.0001154907,6.112673,2.052931,0.1165893
7385,126.5609,38.355368,894,52615,88,0.3439044,7.858149E-005,10.99346,1.892719,0.05257443
7386,126.53992,38.598251,894,52615,95,0.3410025,8.722691E-005,6.936325,1.74709,0.0715231
7387,126.41558,38.597911,894,52615,122,0.3444445,8.055509E-005,8.200423,1.837729,0.06507198
7388,126.40658,38.81949,894,52615,126,0.3463999,7.253883E-005,8.202384,1.788617,0.06565133
7389,126.3677,38.860966,894,52615,129,0.3459174,8.271834E-005,8.580061,1.8437,0.06343651
7390,126.21037,38.743931,894,52615,136,0.3219892,6.418989E-005,9.686166,1.917601,0.06157856
7391,126.9339,39.383527,894,52615,146,0.3786127,0.0001035148,7.414203,1.777952,0.07981811
7392,127.15057,39.192034,894,52615,148,0.2920749,0.0001146642,6.830137,1.831231,0.08886851
7393,127.19915,39.409322,894,52615,157,0.3786816,6.541108E-005,8.52346,1.851656,0.06821825
7394,127.04326,39.429209,894,52615,159,0.3777875,9.572594E-005,6.029723,2.223355,0.1250587
7395,126.75818,39.435957,894,52615,164,0.3220084,7.539658E-005,6.789201,1.874615,0.08366808
7396,126.02644,39.101925,894,52615,189,0.3467352,0.000060945,9.979333,2.142956,0.07327481
7397,126.30777,39.137551,894,52615,193,0.4000342,0.0001163154,6.175079,2.046645,0.09830235
7398,125.81603,38.829539,894,52615,204,0.3948953,9.485744E-005,7.477958,1.894403,0.06731245
7399,125.97555,38.57098,894,52615,209,0.3265754,6.937411E-005,10.91949,2.034729,0.05759128
7400,125.91998,39.199953,894,52615,224,0.3478056,7.220391E-005,9.61467,1.845226,0.05720557
7401,125.71562,39.306551,894,52615,228,0.3476697,7.981687E-005,10.83169,1.802039,0.04770591
7402,125.3822,39.396965,894,52615,263,0.3479527,0.0001061798,6.750861,1.825945,0.08676739
7403,125.44082,39.008372,894,52615,273,0.3633286,0.000078304,7.978868,2.011179,0.08644381
7404,125.42396,38.855071,894,52615,291,0.392317,9.362775E-005,6.969846,1.98684,0.08390334
7405,126.22621,40.306035,894,52615,322,0.3228683,8.684149E-005,8.597932,2.16958,0.08759064
7406,126.34297,40.507431,894,52615,324,0.4034936,0.0001179687,5.953707,1.571011,0.06289522
7407,125.16181,39.57375,894,52615,354,0.4095798,0.0001560145,5.354854,1.584094,0.07334475
7408,126.65384,40.275774,894,52615,362,0.4045411,0.0001125691,6.451702,1.856157,0.07684739
7409,126.52984,40.224879,894,52615,372,0.4050491,8.804235E-005,7.498107,1.876772,0.06837387
