specid,ra,dec,plate,mjd,fiberid,z,zErr,snMedian_r,d4000_n,d4000_n_err
14703,208.09135,11.400604,1702,53144,273,0.3505841,9.250909E-005,8.036634,1.935091,0.07809312
14704,208.01456,11.420286,1702,53144,274,0.3247961,8.103061E-005,9.496399,2.023293,0.07008578
14705,208.18065,10.511233,1702,53144,283,0.3895683,0.0001245461,5.682915,2.011697,0.1062778
14706,207.68379,10.924332,1702,53144,305,0.3242418,6.909483E-005,8.92876,1.954924,0.07394475
14707,207.79226,10.916335,1702,53144,309,0.3977021,0.0001099658,5.070721,1.976812,0.1201889
14708,207.83141,12.307836,1702,53144,337,0.3728569,0.000087459,5.870602,2.106014,0.1295486
14709,207.72103,11.707941,1702,53144,357,0.3263779,9.154406E-005,6.659887,1.963783,0.1058809
14710,207.60921,11.552516,1702,53144,358,0.3578368,0.000082257,7.238837,2.047031,0.09962496
14711,207.77886,11.635765,1702,53144,360,0.3264156,7.694723E-005,15.41052,1.923529,0.04150438
14712,208.19614,12.102849,1702,53144,387,0.3690765,0.000066956,8.448202,1.909614,0.07322702
14713,208.37491,11.64166,1702,53144,400,0.3522013,7.733354E-005,11.172,1.885354,0.05638113
14714,208.74033,11.962647,1702,53144,469,0.3355824,0.000089926,9.025614,2.036625,0.08127192
14715,208.83597,11.865646,1702,53144,478,0.3464603,0.00009421,6.786622,1.978148,0.09183305
14716,209.01911,12.13298,1702,53144,484,0.3491956,7.031229E-005,9.188328,1.861454,0.0577075
14717,209.35133,12.011376,1702,53144,556,0.3701501,8.952383E-005,9.272123,1.921234,0.0575099
14718,209.35961,12.25291,1702,53144,576,0.3584598,0.0001038268,6.314599,1.914193,0.08911321
14719,211.34101,11.189366,1703,53799,74,0.3711731,9.320081E-005,6.556276,1.909493,0.08725057
14720,209.86621,10.553853,1703,53799,294,0.3761257,0.0001158223,6.287739,1.979006,0.1025179
14721,210.66173,12.13495,1703,53799,420,0.3896231,0.0001138293,5.244026,1.757894,0.0982907
14722,210.53758,11.98829,1703,53799,426,0.3840124,0.0001095768,5.764533,2.103776,0.1187554
14723,210.50435,11.694794,1703,53799,439,0.3802648,0.0001047726,5.961641,1.774702,0.08535989
14724,210.94738,12.592465,1703,53799,453,0.3469298,9.281272E-005,6.654109,2.161039,0.1138555
14725,211.08462,11.552509,1703,53799,498,0.3707297,0.000135431,5.422079,1.948625,0.1104303
14726,211.29195,11.875134,1703,53799,501,0.3444636,0.000096509,7.827011,2.217303,0.1025366
14727,211.25793,11.825802,1703,53799,519,0.3170884,9.346568E-005,8.072422,1.917545,0.08163314
14728,211.19995,12.33904,1703,53799,523,0.3462167,7.925487E-005,7.907606,2.051173,0.08684162
14729,211.69112,11.398631,1703,53799,585,0.3496759,9.559459E-005,7.646652,1.977953,0.08242729
14730,212.03266,11.980329,1703,53799,623,0.3908847,9.536408E-005,5.568858,1.984908,0.1096394
14731,210.79922,12.648512,1704,53178,294,0.3459631,6.940275E-005,10.05234,2.111344,0.07340185
14732,210.3568,13.29605,1704,53178,316,0.3879697,9.202071E-005,6.558158,2.303812,0.1196717
14733,212.28155,14.17683,1704,53178,579,0.3888031,6.905923E-005,9.075338,1.83905,0.05395597
14734,213.93333,10.47423,1705,53848,16,0.3608401,8.757868E-005,7.973311,2.130314,0.1173901
14735,213.97275,10.665503,1705,53848,26,0.3609996,7.643038E-005,10.33833,1.919338,0.07011806
14736,213.29986,10.151451,1705,53848,82,0.3952743,0.000108973,5.590924,1.824644,0.0905201
14737,213.37766,9.9807167,1705,53848,84,0.3944276,9.686167E-005,6.796528,1.962888,0.08919075
14738,213.18132,10.794848,1705,53848,111,0.4002451,0.0001374797,5.631955,1.740252,0.07820591
14739,212.72213,10.139067,1705,53848,201,0.373339,7.002772E-005,8.695446,1.88809,0.0687179
14740,212.63185,10.181148,1705,53848,206,0.3354802,9.623986E-005,8.447694,1.871342,0.06878249
14741,212.64095,10.054614,1705,53848,207,0.3356461,0.000074872,9.201107,2.05722,0.07217223
14742,212.71155,10.42527,1705,53848,213,0.3370191,6.919186E-005,10.94558,1.866746,0.05240005
14743,211.76325,11.454174,1705,53848,343,0.3657118,9.761547E-005,5.503418,2.165221,0.1349124
14744,212.51899,11.52364,1705,53848,435,0.3595319,0.0001492916,5.150472,1.703687,0.1027647
14745,213.33112,11.20649,1705,53848,501,0.3996352,7.565485E-005,7.634466,1.871752,0.07030424
14746,213.57331,11.77028,1705,53848,580,0.3981275,0.000090448,6.619462,2.050706,0.08846673
14747,214.20693,11.702863,1705,53848,618,0.3339197,6.521348E-005,10.65873,1.978964,0.06145098
14748,214.4613,11.924983,1706,53442,55,0.3577011,0.0001238155,6.103919,2.052773,0.1107601
14749,214.3046,12.623521,1706,53442,110,0.3335668,0.0001081016,8.025075,2.083352,0.07681406
14750,213.74835,12.805006,1706,53442,172,0.3354744,0.0001281409,6.509053,1.875036,0.08385629
14751,213.52058,11.800785,1706,53442,218,0.3354806,9.994447E-005,6.473855,1.878069,0.08189079
14752,213.10982,12.412001,1706,53442,249,0.3508984,8.320284E-005,5.197265,1.653124,0.0784798
14753,213.39718,12.445265,1706,53442,257,0.3438207,0.0001011474,6.605317,1.824854,0.07769702
14754,212.7629,12.676863,1706,53442,264,0.323311,0.0001224317,6.685169,1.938015,0.09033346
14755,212.94384,13.480717,1706,53442,397,0.3335371,6.572746E-005,10.36229,1.960759,0.0624824
14756,213.52057,13.574597,1706,53442,473,0.3385011,7.49316E-005,10.82891,1.906414,0.05751782
14757,213.98834,13.314212,1706,53442,492,0.3685971,8.289167E-005,6.532915,1.927204,0.09048952
14758,214.53768,14.185396,1706,53442,569,0.3841937,9.588747E-005,5.864738,2.041744,0.104169
14759,216.11911,10.0983,1707,53885,67,0.3431501,0.0001029882,6.396526,1.949498,0.1077229
14760,216.19806,10.050219,1707,53885,69,0.3240202,9.956669E-005,5.36433,1.913288,0.1141022
14761,215.90528,10.825847,1707,53885,122,0.386726,0.0001260574,6.725678,2.260927,0.1125654
14762,216.08488,10.488961,1707,53885,140,0.3628262,8.325788E-005,7.598409,2.092088,0.09995493
14763,215.39473,10.326502,1707,53885,170,0.3382771,7.58789E-005,8.003109,2.028745,0.08239491
14764,215.1145,10.344487,1707,53885,177,0.3867658,7.430487E-005,7.098616,2.095863,0.1088592
14765,215.23292,10.691964,1707,53885,179,0.3755213,0.000106307,5.732741,1.867987,0.1192628
14766,214.70152,10.796894,1707,53885,211,0.3901533,7.323073E-005,8.150333,2.191455,0.0817687
14767,215.01895,10.693961,1707,53885,213,0.3393678,6.594254E-005,9.208408,1.832027,0.06061171
14768,215.24659,9.8433473,1707,53885,228,0.3352908,8.03983E-005,7.103889,1.823566,0.09491722
14769,214.65142,10.661511,1707,53885,253,0.3896376,0.0001000147,5.490673,2.526897,0.1582723
14770,214.7929,10.13587,1707,53885,269,0.336252,0.000090178,6.787455,1.79888,0.0822555
14771,214.87043,9.9136951,1707,53885,273,0.2487071,5.176791E-005,9.030751,2.006922,0.08539642
14772,214.57733,10.262411,1707,53885,319,0.3451267,8.41134E-005,9.615549,1.889114,0.05782538
14773,214.76761,11.729308,1707,53885,357,0.321699,8.700986E-005,8.148085,2.083476,0.09725624
14774,214.81951,11.362887,1707,53885,367,0.3760465,0.000102316,6.17226,1.955593,0.09884025
14775,214.57139,11.137924,1707,53885,374,0.3233449,0.0001041738,10.00857,2.147898,0.0999684
14776,214.62313,11.072068,1707,53885,379,0.3896231,9.707862E-005,7.956081,1.960144,0.08039127
14777,215.53807,11.576621,1707,53885,436,0.4043479,9.678976E-005,6.41859,1.912315,0.08734225
14778,215.30121,11.108351,1707,53885,446,0.3611951,8.950953E-005,9.668797,1.732409,0.05420919
14779,215.49102,10.92665,1707,53885,457,0.3728997,7.204344E-005,10.40581,1.805687,0.05289549
14780,215.42824,11.054193,1707,53885,458,0.377421,8.565476E-005,6.82263,1.578071,0.06596261
14781,215.64237,11.920928,1707,53885,511,0.3111081,9.634064E-005,7.21054,2.170425,0.1212516
14782,216.01017,11.931683,1707,53885,541,0.3559327,9.519358E-005,6.907464,1.973502,0.0876848
14783,215.93997,11.928019,1707,53885,545,0.4027669,0.0001024452,7.52471,1.858713,0.0667332
14784,216.12378,11.644742,1707,53885,555,0.3744104,6.936515E-005,8.676379,1.874425,0.06421199
14785,216.67533,10.930294,1707,53885,576,0.34129,0.000090316,8.194618,1.908921,0.0756703
14786,216.21148,11.613701,1707,53885,591,0.3491301,6.97771E-005,12.53919,2.011704,0.05224317
14787,216.19347,11.548856,1707,53885,592,0.4039389,0.0001177007,5.267979,1.937736,0.1039217
14788,217.18642,12.198568,1708,53503,53,0.3394997,7.766979E-005,7.218388,1.816765,0.08069858
14789,217.31376,12.545222,1708,53503,71,0.3412867,0.0001257794,5.460801,1.886659,0.1150301
14790,216.80182,12.117154,1708,53503,122,0.340268,9.050594E-005,7.532009,1.913282,0.08775076
14791,216.45342,12.796668,1708,53503,198,0.3868685,0.0001089242,7.599035,2.042425,0.08544501
14792,216.52945,12.071175,1708,53503,203,0.3537931,8.223418E-005,8.570937,1.847856,0.07222271
14793,216.08955,12.41436,1708,53503,269,0.3770146,0.0001042721,6.402974,1.741104,0.08210352
14794,215.9173,12.329699,1708,53503,300,0.3759615,0.0001003296,7.116909,1.923071,0.08409912
14795,215.18877,13.730699,1708,53503,333,0.4011463,7.80612E-005,6.891462,1.927742,0.08311432
14796,215.32632,13.998666,1708,53503,338,0.3395077,9.227017E-005,8.192625,2.069098,0.1022729
14797,216.14128,13.902997,1708,53503,408,0.34004,7.569241E-005,11.65268,1.990977,0.06237873
14798,215.77838,14.04167,1708,53503,419,0.3397054,0.000073067,9.18035,1.873286,0.06889454
14799,215.91991,13.205113,1708,53503,423,0.3530393,8.749543E-005,7.983383,1.816307,0.0789516
14800,215.69732,13.376015,1708,53503,439,0.3626478,9.379791E-005,7.178976,1.781072,0.08064307
14801,216.97343,13.406718,1708,53503,548,0.3841929,0.0001103559,6.018748,1.886136,0.0948046
14802,217.07808,12.947956,1708,53503,554,0.3819387,9.767742E-005,5.70022,1.816925,0.09329934
14803,217.60285,13.167438,1708,53503,582,0.3437264,7.163544E-005,9.640959,1.841783,0.0643133
14804,217.34945,13.005703,1708,53503,591,0.3674235,8.631809E-005,7.212612,1.896778,0.09226758
14805,217.47732,13.547717,1708,53503,613,0.3862953,7.63771E-005,10.26882,1.850727,0.05041435
14806,219.33858,10.376149,1709,53533,32,0.3676237,0.0001117526,8.648083,2.37104,0.1202155
14807,218.69843,10.346305,1709,53533,72,0.3261751,6.792542E-005,12.29203,2.003057,0.05740726
14808,218.4865,9.9917819,1709,53533,101,0.3310557,0.000110224,7.161366,1.879485,0.09817805
14809,218.57083,10.306169,1709,53533,120,0.3257426,8.476733E-005,8.08251,1.87707,0.08404092
14810,218.01651,10.13891,1709,53533,161,0.3310448,9.770734E-005,8.820819,1.913768,0.0799721
14811,218.00949,10.219813,1709,53533,180,0.3609171,7.802928E-005,7.950195,2.233669,0.09120909
14812,217.12338,11.542288,1709,53533,326,0.3474694,0.0001013972,5.405886,1.95596,0.116506
14813,217.22121,11.129942,1709,53533,348,0.3356162,9.98644E-005,9.124418,2.063747,0.08244292
14814,217.46874,11.019711,1709,53533,384,0.3340721,6.186562E-005,11.48244,1.937958,0.05909479
14815,217.49968,10.699578,1709,53533,389,0.3257213,6.953482E-005,11.27353,2.0415,0.06920658
14816,218.55289,10.556852,1709,53533,599,0.3302315,0.000085602,9.669625,2.041763,0.08352119
14817,218.64651,11.545659,1709,53533,617,0.4004455,9.735559E-005,6.306867,1.933992,0.08486737
14818,218.74492,10.837967,1709,53533,625,0.3958849,0.00010801,6.496583,1.937008,0.08739426
14819,218.50064,11.277895,1710,53504,135,0.3954777,8.553592E-005,8.509907,1.819395,0.05837944
14820,219.09521,12.129887,1710,53504,153,0.3396805,7.118817E-005,10.14061,1.950001,0.06147541
14821,218.52916,12.095048,1710,53504,182,0.3333693,9.888677E-005,7.671278,1.835268,0.07333815
14822,218.56169,11.949362,1710,53504,186,0.3400964,0.000067945,9.680875,1.905791,0.06312945
14823,218.56364,12.07671,1710,53504,193,0.3389536,7.410066E-005,8.29399,1.865857,0.06519113
14824,218.30722,12.267009,1710,53504,227,0.3831604,8.264708E-005,7.185171,1.887649,0.07654898
14825,218.27645,12.197,1710,53504,229,0.3301275,7.014245E-005,10.19116,1.98117,0.06667933
14826,218.29847,11.959841,1710,53504,239,0.3411424,8.358451E-005,7.291248,1.996608,0.09011316
14827,217.96798,12.256687,1710,53504,305,0.3852494,6.944255E-005,6.906946,1.85208,0.08509406
14828,218.06918,12.634567,1710,53504,347,0.3293321,7.619345E-005,8.324184,1.679371,0.06800219
14829,218.22187,12.543875,1710,53504,392,0.3279096,6.846443E-005,9.593501,1.919478,0.07029407
14830,218.50262,13.15628,1710,53504,416,0.361038,8.528549E-005,8.17456,1.768601,0.0675211
14831,218.5882,13.210739,1710,53504,456,0.3861329,0.0001127063,5.954541,1.666713,0.07703277
14832,219.11745,12.963752,1710,53504,538,0.3773441,0.0001077371,6.137107,1.800146,0.08262791
14833,219.97135,9.6893827,1711,53535,167,0.3192584,0.0001064429,5.086995,1.63581,0.1163606
14834,219.63759,9.6562717,1711,53535,230,0.3275085,7.972505E-005,7.955088,1.779845,0.08261067
14835,219.47611,9.3198721,1711,53535,289,0.4012213,0.0001285059,5.157985,1.952535,0.1311096
14836,219.80507,9.2806837,1711,53535,290,0.3416462,9.02286E-005,7.814106,1.856699,0.08402103
14837,219.53161,9.4365731,1711,53535,297,0.3312388,7.304284E-005,9.079097,1.831876,0.0663026
14838,218.95708,10.448221,1711,53535,359,0.3293414,6.704737E-005,9.438051,2.307736,0.1157418
14839,219.36689,10.212344,1711,53535,395,0.3942585,0.0001412363,5.645032,2.044785,0.1225561
14840,220.66994,10.761885,1711,53535,546,0.2774854,9.478891E-005,7.573345,1.989013,0.1237326
14841,222.30787,12.224066,1712,53531,39,0.3730561,8.502528E-005,8.292754,2.277926,0.1032305
14842,221.87397,11.84222,1712,53531,69,0.3630011,7.890887E-005,7.564605,1.926998,0.09376225
14843,221.22044,11.462568,1712,53531,90,0.3153176,6.776887E-005,10.43381,1.843313,0.05500824
14844,221.35098,11.770045,1712,53531,114,0.3652137,0.0001013206,7.24145,1.773696,0.078007
14845,220.34177,13.282502,1712,53531,369,0.3622135,0.0001087195,7.196359,1.761841,0.07351587
14846,220.83899,12.875614,1712,53531,469,0.3636279,8.590448E-005,6.426921,1.954771,0.0974049
14847,220.96674,12.555664,1712,53531,486,0.2901525,8.335525E-005,8.582195,1.844311,0.07426199
14848,221.11826,12.46813,1712,53531,494,0.3640698,7.973362E-005,6.868979,1.763709,0.07588057
14849,221.54287,12.994531,1712,53531,615,0.383395,0.000092805,5.910561,1.815066,0.08233991
14850,223.16808,9.7977423,1713,53827,74,0.344257,8.306005E-005,7.841595,1.834831,0.06757808
14851,223.03754,9.5997093,1713,53827,107,0.3244092,6.203249E-005,10.57596,1.910474,0.05558367
14852,222.50656,9.3082485,1713,53827,126,0.3248794,5.736042E-005,13.37313,2.042035,0.04903004
14853,222.32783,9.1880204,1713,53827,137,0.3250887,7.954025E-005,7.355342,2.122323,0.09740712
14854,222.37758,9.5111818,1713,53827,183,0.3491855,0.0001002987,6.734692,2.061223,0.09144557
14855,221.52641,10.669261,1713,53827,359,0.3914706,9.022011E-005,8.297586,1.799366,0.06010062
14856,223.32723,10.614528,1713,53827,613,0.3372058,8.493334E-005,7.420208,1.817825,0.07311088
14857,223.90031,9.920684,1713,53827,630,0.3892408,9.162068E-005,5.826655,1.971495,0.1004711
14858,223.48098,10.19932,1713,53827,635,0.3529833,6.589037E-005,10.09309,1.84712,0.05274947
14859,223.68547,11.8462,1714,53521,76,0.3316079,9.362448E-005,6.456554,2.063704,0.1076244
14860,222.99259,11.799827,1714,53521,160,0.315903,9.769748E-005,8.32958,1.957416,0.08492006
14861,222.03863,12.268123,1714,53521,387,0.3435326,8.090149E-005,8.418735,1.941867,0.08004856
14862,222.13222,12.387221,1714,53521,422,0.3437851,7.198883E-005,7.741304,1.753674,0.07340298
14863,223.47335,12.371522,1714,53521,547,0.3780959,9.204356E-005,5.700661,2.024359,0.1057239
14864,224.21006,12.033561,1714,53521,628,0.331563,7.742942E-005,9.735747,1.887802,0.06311641
14865,225.16204,9.0095847,1715,54212,58,0.316162,5.696373E-005,12.13385,2.095006,0.05679266
14866,225.27044,8.9504044,1715,54212,60,0.3156458,7.251524E-005,8.691373,2.068862,0.08082113
14867,224.57707,9.4136938,1715,54212,171,0.3269544,8.446706E-005,6.876938,2.186895,0.09404887
14868,224.3621,9.1237126,1715,54212,181,0.3258398,7.071041E-005,7.051687,1.907561,0.07883798
14869,224.42556,9.0051576,1715,54212,215,0.318651,0.000068811,10.14214,1.8818,0.05474024
14870,223.31762,10.132163,1715,54212,337,0.3994889,0.000081979,6.534389,1.881842,0.08313167
14871,223.32944,9.9099216,1715,54212,347,0.3699994,0.0001154845,5.678448,1.968624,0.107319
14872,223.20469,9.581225,1715,54212,356,0.3682675,0.000098532,6.264981,1.709126,0.08677918
14873,223.27149,9.9506975,1715,54212,357,0.3400696,8.227379E-005,8.630873,2.029273,0.07777616
14874,223.60576,9.4963376,1715,54212,392,0.3635286,7.359251E-005,8.254812,2.040626,0.08082321
14875,223.68313,9.525055,1715,54212,396,0.3639428,9.213776E-005,7.536156,2.004421,0.08483241
14876,224.06815,9.7444974,1715,54212,423,0.3132042,8.053405E-005,9.400925,1.96361,0.07052896
14877,224.10598,9.5879945,1715,54212,429,0.3282094,8.561753E-005,8.811927,1.867759,0.06567577
14878,224.80429,10.341293,1715,54212,445,0.3321748,7.722263E-005,8.830462,1.894217,0.06346039
14879,224.21909,9.4371459,1715,54212,466,0.3757417,7.011572E-005,9.327861,2.094701,0.0685318
14880,224.41214,9.4408323,1715,54212,498,0.3283508,5.831074E-005,10.62422,1.85104,0.05368744
14881,225.067,10.71815,1715,54212,527,0.3324423,8.051147E-005,10.2188,2.041083,0.06439099
14882,225.16214,10.052599,1715,54212,547,0.3777301,0.0001086652,5.772446,2.022144,0.1011853
14883,225.60674,10.322871,1715,54212,579,0.3806683,0.0001021021,6.873223,1.925324,0.0853589
14884,225.30925,9.9902517,1715,54212,594,0.3383617,7.546064E-005,8.91887,1.853392,0.06367852
14885,225.74438,10.374708,1715,54212,608,0.364817,9.575914E-005,7.515726,1.901767,0.08158056
14886,225.99513,9.7582235,1715,54212,630,0.3249519,5.867087E-005,12.86133,2.024067,0.05488181
14887,225.27249,10.929589,1716,53827,63,0.3900326,9.83865E-005,5.820445,1.839742,0.1026474
14888,225.19254,10.315442,1716,53827,77,0.3774886,9.595192E-005,7.50667,1.996556,0.08128432
14889,225.56739,11.442313,1716,53827,98,0.3986593,8.814046E-005,6.252651,1.860924,0.07412622
14890,224.90988,10.786963,1716,53827,108,0.3691266,9.976847E-005,6.296833,1.943861,0.08332526
14891,225.27554,11.486529,1716,53827,127,0.3670767,6.951959E-005,8.412637,2.12614,0.08406889
14892,225.01423,11.344042,1716,53827,147,0.3862537,9.534035E-005,6.42021,1.854009,0.08417853
14893,224.75366,10.394546,1716,53827,181,0.3127359,8.240421E-005,7.592879,1.859196,0.07125646
14894,224.77188,10.602227,1716,53827,193,0.3700761,7.18076E-005,7.651038,2.060595,0.07230432
14895,224.76242,10.889882,1716,53827,195,0.3317464,7.27838E-005,10.26561,2.028406,0.05734847
14896,224.60237,10.811794,1716,53827,225,0.3870527,0.0001071649,5.769263,2.076728,0.09590925
14897,223.71131,10.876487,1716,53827,309,0.3750039,8.545215E-005,6.626644,1.796263,0.07380468
14898,223.91547,12.432956,1716,53827,352,0.2439518,5.246859E-005,11.59516,1.933327,0.05930479
14899,224.18887,11.99865,1716,53827,368,0.3319137,8.01567E-005,9.192481,2.156595,0.07190073
14900,224.67623,12.049281,1716,53827,409,0.3651022,7.492978E-005,9.319956,1.996042,0.06831882
14901,224.587,12.334239,1716,53827,424,0.4041595,0.000079446,7.055522,2.016043,0.07817388
14902,224.96765,11.69611,1716,53827,472,0.3849628,7.912431E-005,7.199198,1.999627,0.07831734
14903,224.62276,12.270706,1716,53827,517,0.4008116,0.0001110761,5.965246,1.953653,0.08545307
14904,225.53429,11.94197,1716,53827,522,0.3697359,7.775658E-005,9.414302,2.070475,0.06329368
14905,224.97066,12.229682,1716,53827,545,0.3633554,8.463331E-005,7.3538,1.864637,0.07645515
14906,226.9329,9.2272288,1717,53883,69,0.3686667,0.0001085649,6.194191,1.550526,0.08002058
14907,226.6837,8.5638878,1717,53883,131,0.3812169,0.0001331706,5.298197,1.869886,0.1062324
14908,226.63744,8.84027,1717,53883,136,0.3982124,0.000101594,6.980292,1.885244,0.07292696
14909,226.45957,9.2501021,1717,53883,154,0.3832924,0.0001326041,5.364284,1.674097,0.09169076
14910,226.5,8.560628,1717,53883,204,0.3857569,0.0001043561,7.144852,1.986513,0.09403741
14911,226.14003,8.6750062,1717,53883,247,0.353496,5.167606E-005,11.80319,1.899785,0.05004684
14912,225.506,10.635948,1717,53883,327,0.3654405,7.462209E-005,8.939236,1.827574,0.06480185
14913,225.66583,10.279199,1717,53883,329,0.3812565,0.0001503009,5.946054,1.755206,0.07810494
14914,225.31934,10.077232,1717,53883,346,0.3781876,9.956311E-005,6.849684,2.056895,0.09850005
14915,225.80201,10.04661,1717,53883,422,0.3808263,7.81484E-005,9.912313,1.96814,0.06096942
14916,226.28022,9.7743785,1717,53883,477,0.3764418,8.176624E-005,8.151727,2.009129,0.07963086
14917,226.82177,9.6818781,1717,53883,542,0.4090951,9.108818E-005,7.249446,1.84218,0.06818924
14918,226.74644,9.743865,1717,53883,545,0.4075212,9.563209E-005,6.826163,1.848695,0.07601655
14919,226.88468,10.022887,1717,53883,584,0.3871651,6.091816E-005,9.239189,1.683679,0.05177082
14920,226.9977,9.5462085,1717,53883,591,0.3625781,8.221686E-005,8.160592,1.706125,0.06295877
14921,227.07069,9.7161827,1717,53883,600,0.3749767,8.927646E-005,9.388437,1.958829,0.06918192
14922,228.36152,10.79844,1718,53850,11,0.383967,0.0001143613,5.31491,2.026424,0.1116736
14923,228.21602,10.935037,1718,53850,56,0.3548622,8.028029E-005,7.671127,2.040015,0.08713085
14924,227.97057,10.135455,1718,53850,75,0.3733309,7.963433E-005,7.32165,1.760406,0.06934823
14925,226.62154,11.165808,1718,53850,260,0.3479456,0.000108198,7.011043,1.767281,0.06772251
14926,226.25057,10.968384,1718,53850,286,0.3445261,8.462357E-005,6.712166,1.978937,0.08570302
14927,226.38651,10.365339,1718,53850,309,0.3862708,0.000103243,7.271018,1.869794,0.06648735
14928,226.07383,11.851905,1718,53850,353,0.4010241,8.021869E-005,5.890646,1.967343,0.09596602
14929,226.33546,11.388176,1718,53850,365,0.4110878,0.0001081894,5.893909,1.757425,0.07958402
14930,226.4891,11.591609,1718,53850,369,0.3971187,0.0001371745,6.53185,1.851211,0.07998361
14931,226.53777,12.078765,1718,53850,383,0.3519208,9.777743E-005,8.701317,1.887905,0.06831665
14932,227.03698,12.126131,1718,53850,430,0.3584422,6.757661E-005,9.741205,1.789406,0.05511667
14933,227.01666,11.800922,1718,53850,432,0.3570112,7.113346E-005,8.680306,1.860884,0.06796362
14934,227.01956,11.461131,1718,53850,444,0.3470544,9.133737E-005,6.422159,1.673639,0.07357337
14935,228.08861,11.428348,1718,53850,528,0.3377545,8.499467E-005,8.10872,1.837044,0.06962303
14936,227.78453,11.894116,1718,53850,558,0.3378984,6.710753E-005,8.825631,2.080622,0.07514139
14937,228.2546,11.389566,1718,53850,574,0.3992397,9.740877E-005,7.712513,1.890671,0.06538019
14938,228.80542,8.9703007,1719,53876,160,0.3303038,7.097021E-005,9.449061,1.871613,0.06383801
14939,228.31769,9.0024858,1719,53876,161,0.3274403,8.896933E-005,7.848112,1.86786,0.07824329
14940,228.24201,8.7382984,1719,53876,192,0.3448631,6.783051E-005,10.1173,1.925242,0.05876831
14941,227.87973,8.5538328,1719,53876,213,0.3527385,8.077181E-005,6.972521,1.812059,0.07788603
14942,228.25029,8.5813445,1719,53876,219,0.3550072,8.754463E-005,7.15055,1.943073,0.08927061
14943,227.5918,8.7152969,1719,53876,230,0.3514871,6.003843E-005,12.90638,1.845021,0.04568066
14944,227.699,8.6197388,1719,53876,260,0.379765,0.0001596248,5.292867,2.254536,0.1398551
14945,227.70634,9.7956251,1719,53876,324,0.3865013,9.486127E-005,5.179207,1.764892,0.1182602
14946,227.64189,10.14416,1719,53876,325,0.3843523,0.0001070387,7.293577,1.864732,0.08925656
14947,227.73683,10.163487,1719,53876,327,0.3731755,0.000111567,6.109396,2.191389,0.12316
14948,227.45876,9.1876845,1719,53876,360,0.3063826,7.599979E-005,8.183218,1.916713,0.09497552
14949,227.9547,9.4174556,1719,53876,428,0.3488217,6.626068E-005,10.9743,1.933513,0.05878751
14950,228.1721,9.2890124,1719,53876,472,0.3659151,7.296884E-005,7.988858,1.915267,0.07771572
14951,228.10544,9.2328033,1719,53876,475,0.3280215,6.812586E-005,9.86202,1.957563,0.06920196
14952,228.19459,9.3068099,1719,53876,493,0.362457,8.435655E-005,7.581837,1.940072,0.09464996
14953,228.484,9.2347377,1719,53876,507,0.3345632,0.0001138464,7.108015,1.546901,0.06021504
14954,229.28606,10.358734,1719,53876,568,0.34931,9.345962E-005,7.190544,1.934663,0.08303521
14955,229.96681,8.9562785,1719,53876,623,0.3759747,8.703119E-005,7.512522,1.894802,0.08342736
14956,230.92503,10.052396,1720,53854,59,0.3277276,9.478365E-005,6.855361,1.992007,0.1014089
14957,230.28432,10.122732,1720,53854,134,0.3241027,8.088189E-005,7.454577,1.902233,0.07815915
14958,229.4873,10.666816,1720,53854,230,0.4104706,9.481166E-005,6.450564,1.770706,0.06918079
14959,229.30048,10.390022,1720,53854,273,0.3295903,7.394012E-005,7.872384,2.161721,0.09506462
14960,229.02497,10.540552,1720,53854,274,0.3496652,9.611477E-005,8.382668,2.124931,0.08393881
14961,228.77745,10.027796,1720,53854,298,0.3763295,0.000103779,5.758766,1.71335,0.082394
14962,229.75666,11.258553,1720,53854,455,0.3951069,7.141771E-005,9.473053,1.91929,0.05636688
14963,229.93935,11.154813,1720,53854,461,0.3643955,7.159135E-005,9.994207,1.898408,0.05946898
14964,229.67985,10.833923,1720,53854,480,0.3873482,0.0001481717,6.188332,1.587881,0.07386079
14965,230.4251,11.030868,1720,53854,519,0.3491103,0.0001023605,6.248788,2.335538,0.1427705
14966,230.20251,11.187854,1720,53854,540,0.3471909,0.000066415,10.05681,1.909922,0.05989319
14967,230.73101,11.103405,1720,53854,546,0.3847513,7.948025E-005,6.107045,1.92777,0.09637404
14968,230.83459,11.251061,1720,53854,572,0.387249,8.770765E-005,7.472053,1.833572,0.06928395
14969,231.02929,10.980078,1720,53854,586,0.373812,0.0001060112,6.714689,1.831742,0.08498313
14970,231.26446,8.41455,1721,53857,64,0.3919956,0.0001428543,7.359991,1.7107,0.05444942
14971,230.05503,8.7193373,1721,53857,353,0.3408283,7.324453E-005,8.224099,1.94823,0.08099975
14972,230.2785,8.9961906,1721,53857,384,0.4134302,9.624054E-005,5.776685,1.814185,0.08123643
14973,230.65261,9.6893956,1721,53857,406,0.4037939,0.0001046326,6.993629,1.983562,0.07514098
14974,230.58663,8.7093419,1721,53857,431,0.323653,6.267492E-005,9.230222,1.960761,0.06573015
14975,231.17188,9.3753082,1721,53857,451,0.3767782,0.0001134935,5.043644,1.989741,0.1050365
14976,230.60809,9.0461511,1721,53857,470,0.3748446,0.000076406,6.8519,2.112688,0.1037965
14977,230.87471,8.9092561,1721,53857,502,0.3713599,8.279582E-005,7.105866,2.030037,0.07717682
